timestamp,curah_hujan_mm_per_jam,ketinggian_muka_air_meter,debit_air_m3_per_detik
2025-11-04 20:40:00,0.0,1.61,5.11
2025-11-04 20:50:00,0.0,1.61,5.49
2025-11-04 21:00:00,0.0,1.61,5.12
2025-11-04 21:10:00,0.0,1.61,5.32
2025-11-04 21:20:00,0.0,1.61,5.04
2025-11-04 21:30:00,0.0,1.61,5.19
2025-11-04 21:40:00,0.0,1.6,5.2
2025-11-04 21:50:00,0.0,1.6,5.31
2025-11-04 22:00:00,0.0,1.6,5.45
2025-11-04 22:10:00,0.0,1.6,5.48
2025-11-04 22:20:00,0.0,1.59,5.45
2025-11-04 22:30:00,0.0,1.59,5.3
2025-11-04 22:40:00,0.0,1.59,5.38
2025-11-04 22:50:00,0.0,1.59,5.18
2025-11-04 23:00:00,0.0,1.59,5.11
2025-11-04 23:10:00,0.0,1.58,5.41
2025-11-04 23:20:00,0.0,1.58,5.12
2025-11-04 23:30:00,0.0,1.58,5.27
2025-11-04 23:40:00,0.0,1.59,5.3
2025-11-04 23:50:00,0.0,1.58,5.28
2025-11-05 00:00:00,0.0,1.58,5.11
2025-11-05 00:10:00,0.0,1.58,5.26
2025-11-05 00:20:00,0.0,1.58,5.03
2025-11-05 00:30:00,0.0,1.58,5.42
2025-11-05 00:40:00,0.0,1.58,5.3
2025-11-05 00:50:00,0.0,1.58,5.35
2025-11-05 01:00:00,0.0,1.58,5.39
2025-11-05 01:10:00,0.0,1.58,5.18
2025-11-05 01:20:00,0.0,1.58,5.06
2025-11-05 01:30:00,0.0,1.59,5.17
2025-11-05 01:40:00,0.0,1.59,5.38
2025-11-05 01:50:00,0.0,1.59,5.16
2025-11-05 02:00:00,0.0,1.59,5.43
2025-11-05 02:10:00,0.0,1.6,5.29
2025-11-05 02:20:00,0.0,1.6,5.25
2025-11-05 02:30:00,0.0,1.6,5.45
2025-11-05 02:40:00,0.0,1.6,5.47
2025-11-05 02:50:00,0.0,1.6,5.21
2025-11-05 03:00:00,0.0,1.6,5.15
2025-11-05 03:10:00,0.0,1.6,5.1
2025-11-05 03:20:00,0.0,1.6,5.24
2025-11-05 03:30:00,0.0,1.6,5.51
2025-11-05 03:40:00,0.0,1.6,5.23
2025-11-05 03:50:00,0.0,1.6,5.04
2025-11-05 04:00:00,0.0,1.6,5.05
2025-11-05 04:10:00,0.0,1.61,5.09
2025-11-05 04:20:00,0.0,1.6,5.15
2025-11-05 04:30:00,0.0,1.61,5.46
2025-11-05 04:40:00,0.0,1.61,5.03
2025-11-05 04:50:00,0.0,1.61,5.29
2025-11-05 05:00:00,0.0,1.61,5.26
2025-11-05 05:10:00,0.0,1.61,5.08
2025-11-05 05:20:00,0.0,1.61,5.08
2025-11-05 05:30:00,0.0,1.61,5.34
2025-11-05 05:40:00,0.0,1.6,5.16
2025-11-05 05:50:00,0.0,1.6,5.05
2025-11-05 06:00:00,0.0,1.59,5.51
2025-11-05 06:10:00,0.0,1.59,5.5
2025-11-05 06:20:00,0.0,1.59,5.51
2025-11-05 06:30:00,0.0,1.59,5.36
2025-11-05 06:40:00,0.0,1.59,5.51
2025-11-05 06:50:00,0.0,1.59,5.45
2025-11-05 07:00:00,0.0,1.59,5.04
2025-11-05 07:10:00,0.0,1.59,5.5
2025-11-05 07:20:00,0.0,1.59,5.15
2025-11-05 07:30:00,0.0,1.59,5.38
2025-11-05 07:40:00,0.0,1.59,5.36
2025-11-05 07:50:00,0.0,1.6,5.1
2025-11-05 08:00:00,0.0,1.6,5.35
2025-11-05 08:10:00,0.0,1.6,5.42
2025-11-05 08:20:00,0.0,1.61,5.52
2025-11-05 08:30:00,0.0,1.6,5.49
2025-11-05 08:40:00,0.0,1.6,5.24
2025-11-05 08:50:00,0.0,1.6,5.18
2025-11-05 09:00:00,0.0,1.6,5.32
2025-11-05 09:10:00,0.0,1.6,5.23
2025-11-05 09:20:00,0.0,1.6,5.39
2025-11-05 09:30:00,0.0,1.6,5.21
2025-11-05 09:40:00,0.0,1.6,5.43
2025-11-05 09:50:00,0.0,1.6,5.29
2025-11-05 10:00:00,0.0,1.6,5.06
2025-11-05 10:10:00,0.0,1.59,5.05
2025-11-05 10:20:00,0.0,1.59,5.25
2025-11-05 10:30:00,0.0,1.6,5.16
2025-11-05 10:40:00,0.0,1.6,5.24
2025-11-05 10:50:00,0.0,1.6,5.5
2025-11-05 11:00:00,0.0,1.6,5.32
2025-11-05 11:10:00,0.0,1.6,5.48
2025-11-05 11:20:00,0.0,1.6,5.1
2025-11-05 11:30:00,0.0,1.6,5.36
2025-11-05 11:40:00,0.0,1.6,5.05
2025-11-05 11:50:00,0.0,1.6,5.25
2025-11-05 12:00:00,0.0,1.6,5.22
2025-11-05 12:10:00,0.0,1.6,5.27
2025-11-05 12:20:00,0.0,1.61,5.14
2025-11-05 12:30:00,0.0,1.6,5.43
2025-11-05 12:40:00,0.0,1.6,5.3
2025-11-05 12:50:00,0.0,1.6,5.52
2025-11-05 13:00:00,0.0,1.6,5.41
2025-11-05 13:10:00,0.0,1.6,5.51
2025-11-05 13:20:00,0.0,1.61,5.17
2025-11-05 13:30:00,0.0,1.61,5.45
2025-11-05 13:40:00,0.0,1.61,5.47
2025-11-05 13:50:00,0.0,1.61,5.3
2025-11-05 14:00:00,0.0,1.61,5.31
2025-11-05 14:10:00,0.0,1.6,5.13
2025-11-05 14:20:00,0.0,1.61,5.06
2025-11-05 14:30:00,0.0,1.6,5.17
2025-11-05 14:40:00,0.0,1.61,5.23
2025-11-05 14:50:00,0.0,1.61,5.34
2025-11-05 15:00:00,0.0,1.61,5.15
2025-11-05 15:10:00,0.0,1.62,5.14
2025-11-05 15:20:00,0.0,1.61,5.11
2025-11-05 15:30:00,0.0,1.61,5.22
2025-11-05 15:40:00,0.0,1.61,5.48
2025-11-05 15:50:00,0.0,1.61,5.38
2025-11-05 16:00:00,0.0,1.62,5.22
2025-11-05 16:10:00,0.0,1.62,5.06
2025-11-05 16:20:00,0.0,1.62,5.52
2025-11-05 16:30:00,0.0,1.62,5.05
2025-11-05 16:40:00,0.4,1.62,5.23
2025-11-05 16:50:00,0.8,1.62,5.22
2025-11-05 17:00:00,1.19,1.63,5.4
2025-11-05 17:10:00,1.59,1.64,5.32
2025-11-05 17:20:00,1.98,1.65,5.25
2025-11-05 17:30:00,2.37,1.67,5.5
2025-11-05 17:40:00,2.77,1.69,5.57
2025-11-05 17:50:00,3.15,1.71,5.39
2025-11-05 18:00:00,3.54,1.73,5.28
2025-11-05 18:10:00,3.92,1.76,5.54
2025-11-05 18:20:00,4.3,1.8,5.25
2025-11-05 18:30:00,4.67,1.83,5.42
2025-11-05 18:40:00,5.04,1.86,5.62
2025-11-05 18:50:00,5.41,1.9,5.76
2025-11-05 19:00:00,5.77,1.94,5.77
2025-11-05 19:10:00,6.13,1.98,5.96
2025-11-05 19:20:00,6.48,2.02,5.97
2025-11-05 19:30:00,6.82,2.06,5.99
2025-11-05 19:40:00,7.16,2.11,5.95
2025-11-05 19:50:00,7.49,2.15,6.19
2025-11-05 20:00:00,7.82,2.2,6.37
2025-11-05 20:10:00,8.14,2.24,6.65
2025-11-05 20:20:00,8.45,2.29,6.65
2025-11-05 20:30:00,8.75,2.34,7.0
2025-11-05 20:40:00,9.05,2.39,7.33
2025-11-05 20:50:00,9.33,2.43,7.22
2025-11-05 21:00:00,9.61,2.48,7.88
2025-11-05 21:10:00,9.88,2.54,7.7
2025-11-05 21:20:00,10.15,2.58,8.1
2025-11-05 21:30:00,10.4,2.64,8.52
2025-11-05 21:40:00,10.64,2.69,8.62
2025-11-05 21:50:00,10.88,2.74,9.23
2025-11-05 22:00:00,11.1,2.79,9.23
2025-11-05 22:10:00,11.31,2.84,9.89
2025-11-05 22:20:00,11.52,2.89,10.29
2025-11-05 22:30:00,11.71,2.94,10.41
2025-11-05 22:40:00,11.89,2.99,10.92
2025-11-05 22:50:00,12.07,3.04,11.42
2025-11-05 23:00:00,12.23,3.09,11.61
2025-11-05 23:10:00,12.38,3.14,12.18
2025-11-05 23:20:00,12.52,3.18,12.13
2025-11-05 23:30:00,12.65,3.23,12.76
2025-11-05 23:40:00,12.77,3.27,13.07
2025-11-05 23:50:00,12.87,3.32,13.32
2025-11-06 00:00:00,12.97,3.36,13.79
2025-11-06 00:10:00,13.05,3.41,14.23
2025-11-06 00:20:00,13.12,3.45,14.78
2025-11-06 00:30:00,13.18,3.49,14.91
2025-11-06 00:40:00,13.23,3.52,15.48
2025-11-06 00:50:00,13.26,3.56,15.83
2025-11-06 01:00:00,13.29,3.6,16.4
2025-11-06 01:10:00,13.3,3.62,16.76
2025-11-06 01:20:00,13.3,3.65,16.99
2025-11-06 01:30:00,13.29,3.68,17.11
2025-11-06 01:40:00,13.26,3.71,17.45
2025-11-06 01:50:00,13.23,3.74,17.74
2025-11-06 02:00:00,13.18,3.77,18.03
2025-11-06 02:10:00,13.12,3.79,18.17
2025-11-06 02:20:00,13.05,3.82,18.78
2025-11-06 02:30:00,12.97,3.84,18.68
2025-11-06 02:40:00,12.87,3.85,18.96
2025-11-06 02:50:00,12.77,3.87,19.5
2025-11-06 03:00:00,12.65,3.88,19.7
2025-11-06 03:10:00,12.52,3.9,19.51
2025-11-06 03:20:00,12.38,3.91,19.83
2025-11-06 03:30:00,12.23,3.92,19.81
2025-11-06 03:40:00,12.07,3.92,20.01
2025-11-06 03:50:00,11.89,3.93,20.13
2025-11-06 04:00:00,11.71,3.93,20.23
2025-11-06 04:10:00,11.52,3.94,20.2
2025-11-06 04:20:00,11.31,3.94,19.85
2025-11-06 04:30:00,11.1,3.94,20.24
2025-11-06 04:40:00,10.88,3.93,19.95
2025-11-06 04:50:00,10.64,3.92,19.98
2025-11-06 05:00:00,10.4,3.91,20.08
2025-11-06 05:10:00,10.15,3.91,19.92
2025-11-06 05:20:00,9.88,3.89,19.53
2025-11-06 05:30:00,9.61,3.88,19.28
2025-11-06 05:40:00,9.33,3.86,19.2
2025-11-06 05:50:00,9.05,3.83,18.96
2025-11-06 06:00:00,8.75,3.81,18.58
2025-11-06 06:10:00,8.45,3.79,18.21
2025-11-06 06:20:00,8.14,3.76,18.09
2025-11-06 06:30:00,7.82,3.73,17.83
2025-11-06 06:40:00,7.49,3.71,17.38
2025-11-06 06:50:00,7.16,3.68,17.27
2025-11-06 07:00:00,6.82,3.65,16.81
2025-11-06 07:10:00,6.48,3.61,16.44
2025-11-06 07:20:00,6.13,3.58,16.26
2025-11-06 07:30:00,5.77,3.54,15.59
2025-11-06 07:40:00,5.41,3.5,15.39
2025-11-06 07:50:00,5.04,3.46,15.0
2025-11-06 08:00:00,4.67,3.42,14.43
2025-11-06 08:10:00,4.3,3.37,13.87
2025-11-06 08:20:00,3.92,3.33,13.62
2025-11-06 08:30:00,3.54,3.28,13.13
2025-11-06 08:40:00,3.15,3.24,12.85
2025-11-06 08:50:00,2.77,3.19,12.37
2025-11-06 09:00:00,2.37,3.13,11.71
2025-11-06 09:10:00,1.98,3.08,11.44
2025-11-06 09:20:00,1.59,3.03,11.18
2025-11-06 09:30:00,1.19,2.98,10.86
2025-11-06 09:40:00,0.8,2.92,10.08
2025-11-06 09:50:00,0.4,2.86,9.77
2025-11-06 10:00:00,0.0,2.8,9.62
2025-11-06 10:10:00,0.0,2.74,9.29
2025-11-06 10:20:00,0.0,2.68,8.69
2025-11-06 10:30:00,0.0,2.63,8.29
2025-11-06 10:40:00,0.0,2.58,8.13
2025-11-06 10:50:00,0.0,2.54,7.88
2025-11-06 11:00:00,0.0,2.49,7.79
2025-11-06 11:10:00,0.0,2.44,7.31
2025-11-06 11:20:00,0.0,2.4,7.41
2025-11-06 11:30:00,0.0,2.36,7.04
2025-11-06 11:40:00,0.0,2.32,6.85
2025-11-06 11:50:00,0.0,2.29,6.95
2025-11-06 12:00:00,0.0,2.26,6.53
2025-11-06 12:10:00,0.0,2.23,6.81
2025-11-06 12:20:00,0.0,2.2,6.28
2025-11-06 12:30:00,0.0,2.16,6.51
2025-11-06 12:40:00,0.0,2.14,6.09
2025-11-06 12:50:00,0.0,2.11,6.1
2025-11-06 13:00:00,0.0,2.09,6.18
2025-11-06 13:10:00,0.0,2.06,6.01
2025-11-06 13:20:00,0.0,2.04,6.12
2025-11-06 13:30:00,0.0,2.01,5.85
2025-11-06 13:40:00,0.0,1.99,5.8
2025-11-06 13:50:00,0.0,1.97,5.63
2025-11-06 14:00:00,0.0,1.95,5.74
2025-11-06 14:10:00,0.0,1.93,5.56
2025-11-06 14:20:00,0.0,1.91,5.86
2025-11-06 14:30:00,0.0,1.9,5.56
2025-11-06 14:40:00,0.0,1.89,5.74
2025-11-06 14:50:00,0.0,1.88,5.39
2025-11-06 15:00:00,0.0,1.86,5.53
2025-11-06 15:10:00,0.0,1.85,5.52
2025-11-06 15:20:00,0.0,1.84,5.58
2025-11-06 15:30:00,0.0,1.83,5.35
2025-11-06 15:40:00,0.0,1.82,5.46
2025-11-06 15:50:00,0.0,1.81,5.32
2025-11-06 16:00:00,0.0,1.8,5.53
2025-11-06 16:10:00,0.0,1.79,5.59
2025-11-06 16:20:00,0.0,1.78,5.22
2025-11-06 16:30:00,0.0,1.77,5.33
2025-11-06 16:40:00,0.0,1.76,5.38
2025-11-06 16:50:00,0.0,1.76,5.38
2025-11-06 17:00:00,0.0,1.75,5.35
2025-11-06 17:10:00,0.0,1.74,5.38
2025-11-06 17:20:00,0.0,1.74,5.35
2025-11-06 17:30:00,0.0,1.73,5.58
2025-11-06 17:40:00,0.0,1.72,5.52
2025-11-06 17:50:00,0.0,1.71,5.31
2025-11-06 18:00:00,0.0,1.71,5.14
2025-11-06 18:10:00,0.0,1.7,5.27
2025-11-06 18:20:00,0.0,1.7,5.58
2025-11-06 18:30:00,0.0,1.69,5.38
2025-11-06 18:40:00,0.0,1.68,5.16
2025-11-06 18:50:00,0.0,1.68,5.44
2025-11-06 19:00:00,0.0,1.67,5.3
2025-11-06 19:10:00,0.0,1.67,5.13
2025-11-06 19:20:00,0.0,1.66,5.34
2025-11-06 19:30:00,0.0,1.66,5.4
2025-11-06 19:40:00,0.0,1.66,5.19
2025-11-06 19:50:00,0.0,1.65,5.3
2025-11-06 20:00:00,0.0,1.65,5.47
2025-11-06 20:10:00,0.0,1.65,5.42
2025-11-06 20:20:00,0.0,1.65,5.35
2025-11-06 20:30:00,0.0,1.65,5.51
2025-11-06 20:40:00,0.0,1.64,5.52
2025-11-06 20:50:00,0.0,1.64,5.05
2025-11-06 21:00:00,0.0,1.63,5.39
2025-11-06 21:10:00,0.0,1.63,5.24
2025-11-06 21:20:00,0.0,1.63,5.52
2025-11-06 21:30:00,0.0,1.62,5.28
2025-11-06 21:40:00,0.0,1.62,5.47
2025-11-06 21:50:00,0.0,1.61,5.51
2025-11-06 22:00:00,0.0,1.61,5.38
2025-11-06 22:10:00,0.0,1.62,5.37
2025-11-06 22:20:00,0.0,1.62,5.19
2025-11-06 22:30:00,0.0,1.62,5.35
2025-11-06 22:40:00,0.0,1.62,5.11
2025-11-06 22:50:00,0.0,1.62,5.33
2025-11-06 23:00:00,0.0,1.62,5.04
2025-11-06 23:10:00,0.0,1.62,5.14
2025-11-06 23:20:00,0.0,1.61,5.39
2025-11-06 23:30:00,0.0,1.61,5.33
2025-11-06 23:40:00,0.0,1.61,5.27
2025-11-06 23:50:00,0.0,1.62,5.32
2025-11-07 00:00:00,0.0,1.61,5.49
2025-11-07 00:10:00,0.0,1.61,5.51
2025-11-07 00:20:00,0.0,1.61,5.2
2025-11-07 00:30:00,0.0,1.61,5.23
2025-11-07 00:40:00,0.0,1.61,5.43
2025-11-07 00:50:00,0.0,1.62,5.09
2025-11-07 01:00:00,0.0,1.61,5.44
2025-11-07 01:10:00,0.0,1.62,5.21
2025-11-07 01:20:00,0.0,1.62,5.04
2025-11-07 01:30:00,0.0,1.61,5.31
2025-11-07 01:40:00,0.0,1.62,5.53
2025-11-07 01:50:00,0.0,1.61,5.37
2025-11-07 02:00:00,0.0,1.61,5.36
2025-11-07 02:10:00,0.0,1.61,5.39
2025-11-07 02:20:00,0.0,1.61,5.34
2025-11-07 02:30:00,0.0,1.61,5.48
2025-11-07 02:40:00,0.0,1.61,5.07
2025-11-07 02:50:00,0.0,1.61,5.52
2025-11-07 03:00:00,0.0,1.61,5.34
2025-11-07 03:10:00,0.0,1.61,5.25
2025-11-07 03:20:00,0.0,1.61,5.43
2025-11-07 03:30:00,0.0,1.6,5.24
2025-11-07 03:40:00,0.0,1.6,5.19
2025-11-07 03:50:00,0.0,1.6,5.05
2025-11-07 04:00:00,0.0,1.6,5.11
2025-11-07 04:10:00,0.0,1.59,5.32
2025-11-07 04:20:00,0.0,1.6,5.11
2025-11-07 04:30:00,0.0,1.6,5.31
2025-11-07 04:40:00,0.0,1.6,5.08
2025-11-07 04:50:00,0.0,1.6,5.06
2025-11-07 05:00:00,0.0,1.6,5.47
2025-11-07 05:10:00,0.0,1.59,5.37
2025-11-07 05:20:00,0.0,1.59,5.21
2025-11-07 05:30:00,0.0,1.59,5.04
2025-11-07 05:40:00,0.0,1.6,5.14
2025-11-07 05:50:00,0.0,1.6,5.19
2025-11-07 06:00:00,0.0,1.6,5.04
2025-11-07 06:10:00,0.0,1.6,5.13
2025-11-07 06:20:00,0.0,1.6,5.05
2025-11-07 06:30:00,0.0,1.6,5.29
2025-11-07 06:40:00,0.0,1.61,5.44
2025-11-07 06:50:00,0.0,1.61,5.46
2025-11-07 07:00:00,0.0,1.61,5.13
2025-11-07 07:10:00,0.0,1.61,5.52
2025-11-07 07:20:00,0.0,1.61,5.21
2025-11-07 07:30:00,0.0,1.61,5.45
2025-11-07 07:40:00,0.0,1.62,5.51
2025-11-07 07:50:00,0.0,1.61,5.26
2025-11-07 08:00:00,0.0,1.61,5.17
2025-11-07 08:10:00,0.0,1.61,5.04
2025-11-07 08:20:00,0.0,1.61,5.13
2025-11-07 08:30:00,0.0,1.61,5.43
2025-11-07 08:40:00,0.0,1.61,5.33
2025-11-07 08:50:00,0.0,1.61,5.27
2025-11-07 09:00:00,0.0,1.61,5.07
2025-11-07 09:10:00,0.0,1.61,5.28
2025-11-07 09:20:00,0.0,1.61,5.12
2025-11-07 09:30:00,0.0,1.61,5.45
2025-11-07 09:40:00,0.0,1.61,5.13
2025-11-07 09:50:00,0.0,1.61,5.49
2025-11-07 10:00:00,0.0,1.61,5.41
2025-11-07 10:10:00,0.0,1.62,5.4
2025-11-07 10:20:00,0.0,1.62,5.13
2025-11-07 10:30:00,0.0,1.61,5.46
2025-11-07 10:40:00,0.0,1.61,5.51
2025-11-07 10:50:00,0.0,1.61,5.22
2025-11-07 11:00:00,0.0,1.61,5.43
2025-11-07 11:10:00,0.0,1.61,5.28
2025-11-07 11:20:00,0.0,1.61,5.08
2025-11-07 11:30:00,0.0,1.61,5.45
2025-11-07 11:40:00,0.0,1.61,5.09
2025-11-07 11:50:00,0.0,1.6,5.18
2025-11-07 12:00:00,0.0,1.6,5.44
2025-11-07 12:10:00,0.0,1.61,5.04
2025-11-07 12:20:00,0.0,1.61,5.42
2025-11-07 12:30:00,0.0,1.61,5.27
2025-11-07 12:40:00,0.0,1.61,5.2
2025-11-07 12:50:00,0.0,1.62,5.24
2025-11-07 13:00:00,0.0,1.62,5.3
2025-11-07 13:10:00,0.0,1.62,5.4
2025-11-07 13:20:00,0.0,1.61,5.06
2025-11-07 13:30:00,0.0,1.61,5.34
2025-11-07 13:40:00,0.0,1.61,5.34
2025-11-07 13:50:00,0.0,1.61,5.52
2025-11-07 14:00:00,2.09,1.62,5.44
2025-11-07 14:10:00,4.18,1.64,5.1
2025-11-07 14:20:00,6.26,1.68,5.29
2025-11-07 14:30:00,8.34,1.74,5.38
2025-11-07 14:40:00,10.41,1.81,5.38
2025-11-07 14:50:00,12.48,1.9,5.67
2025-11-07 15:00:00,14.53,2.02,5.89
2025-11-07 15:10:00,16.58,2.14,6.43
2025-11-07 15:20:00,18.61,2.28,6.87
2025-11-07 15:30:00,20.62,2.44,7.48
2025-11-07 15:40:00,22.63,2.61,8.31
2025-11-07 15:50:00,24.61,2.79,9.41
2025-11-07 16:00:00,26.58,2.98,10.74
2025-11-07 16:10:00,28.52,3.17,12.22
2025-11-07 16:20:00,30.45,3.38,13.95
2025-11-07 16:30:00,32.35,3.59,16.25
2025-11-07 16:40:00,34.23,3.81,18.64
2025-11-07 16:50:00,36.08,4.04,21.46
2025-11-07 17:00:00,37.9,4.28,24.31
2025-11-07 17:10:00,39.69,4.52,27.91
2025-11-07 17:20:00,41.46,4.77,31.86
2025-11-07 17:30:00,43.19,5.03,36.13
2025-11-07 17:40:00,44.89,5.29,41.4
2025-11-07 17:50:00,46.56,5.56,46.28
2025-11-07 18:00:00,48.19,5.83,52.15
2025-11-07 18:10:00,49.78,6.1,58.13
2025-11-07 18:20:00,51.34,6.37,64.78
2025-11-07 18:30:00,52.85,6.64,71.13
2025-11-07 18:40:00,54.33,6.92,78.41
2025-11-07 18:50:00,55.77,7.19,86.08
2025-11-07 19:00:00,57.16,7.47,94.57
2025-11-07 19:10:00,58.51,7.75,103.15
2025-11-07 19:20:00,59.82,8.03,111.62
2025-11-07 19:30:00,61.08,8.3,121.13
2025-11-07 19:40:00,62.29,8.58,130.42
2025-11-07 19:50:00,63.46,8.85,140.14
2025-11-07 20:00:00,64.57,9.12,150.64
2025-11-07 20:10:00,65.64,9.39,160.82
2025-11-07 20:20:00,66.66,9.66,171.93
2025-11-07 20:30:00,67.63,9.93,182.78
2025-11-07 20:40:00,68.55,10.19,194.09
2025-11-07 20:50:00,69.41,10.45,205.18
2025-11-07 21:00:00,70.23,10.7,216.7
2025-11-07 21:10:00,70.99,10.94,227.96
2025-11-07 21:20:00,71.69,11.19,239.83
2025-11-07 21:30:00,72.34,11.42,251.33
2025-11-07 21:40:00,72.94,11.66,263.43
2025-11-07 21:50:00,73.48,11.88,274.96
2025-11-07 22:00:00,73.96,12.1,286.39
2025-11-07 22:10:00,74.39,12.32,297.86
2025-11-07 22:20:00,74.76,12.53,309.31
2025-11-07 22:30:00,75.08,12.73,320.53
2025-11-07 22:40:00,75.34,12.92,331.66
2025-11-07 22:50:00,75.54,13.12,342.39
2025-11-07 23:00:00,75.68,13.3,353.37
2025-11-07 23:10:00,75.77,13.47,363.65
2025-11-07 23:20:00,75.8,13.64,373.55
2025-11-07 23:30:00,75.77,13.8,383.33
2025-11-07 23:40:00,75.68,13.94,392.32
2025-11-07 23:50:00,75.54,14.09,401.05
2025-11-08 00:00:00,75.34,14.22,409.78
2025-11-08 00:10:00,75.08,14.35,417.96
2025-11-08 00:20:00,74.76,14.46,424.82
2025-11-08 00:30:00,74.39,14.56,431.66
2025-11-08 00:40:00,73.96,14.65,437.59
2025-11-08 00:50:00,73.48,14.74,443.7
2025-11-08 01:00:00,72.94,14.82,448.88
2025-11-08 01:10:00,72.34,14.89,453.78
2025-11-08 01:20:00,71.69,14.95,457.72
2025-11-08 01:30:00,70.99,15.01,461.33
2025-11-08 01:40:00,70.23,15.04,463.93
2025-11-08 01:50:00,69.41,15.08,465.87
2025-11-08 02:00:00,68.55,15.09,466.9
2025-11-08 02:10:00,67.63,15.1,467.73
2025-11-08 02:20:00,66.66,15.1,467.26
2025-11-08 02:30:00,65.64,15.09,467.09
2025-11-08 02:40:00,64.57,15.08,466.19
2025-11-08 02:50:00,63.46,15.05,464.04
2025-11-08 03:00:00,62.29,15.01,461.34
2025-11-08 03:10:00,61.08,14.96,457.89
2025-11-08 03:20:00,59.82,14.89,453.67
2025-11-08 03:30:00,58.51,14.83,449.28
2025-11-08 03:40:00,57.16,14.75,444.47
2025-11-08 03:50:00,55.77,14.67,438.74
2025-11-08 04:00:00,54.33,14.57,432.53
2025-11-08 04:10:00,52.85,14.46,425.42
2025-11-08 04:20:00,51.34,14.35,417.98
2025-11-08 04:30:00,49.78,14.22,410.13
2025-11-08 04:40:00,48.19,14.09,401.51
2025-11-08 04:50:00,46.56,13.95,392.8
2025-11-08 05:00:00,44.89,13.8,383.15
2025-11-08 05:10:00,43.19,13.63,373.18
2025-11-08 05:20:00,41.46,13.46,362.95
2025-11-08 05:30:00,39.69,13.29,352.83
2025-11-08 05:40:00,37.9,13.1,341.64
2025-11-08 05:50:00,36.08,12.9,330.33
2025-11-08 06:00:00,34.23,12.7,318.89
2025-11-08 06:10:00,32.35,12.49,307.02
2025-11-08 06:20:00,30.45,12.27,295.42
2025-11-08 06:30:00,28.52,12.04,282.91
2025-11-08 06:40:00,26.58,11.8,270.66
2025-11-08 06:50:00,24.61,11.55,257.91
2025-11-08 07:00:00,22.63,11.3,245.37
2025-11-08 07:10:00,20.62,11.04,232.94
2025-11-08 07:20:00,18.61,10.78,220.47
2025-11-08 07:30:00,16.58,10.5,207.8
2025-11-08 07:40:00,14.53,10.23,195.49
2025-11-08 07:50:00,12.48,9.94,183.29
2025-11-08 08:00:00,10.41,9.65,171.24
2025-11-08 08:10:00,8.34,9.35,159.42
2025-11-08 08:20:00,6.26,9.05,147.62
2025-11-08 08:30:00,4.18,8.74,136.24
2025-11-08 08:40:00,2.09,8.43,125.43
2025-11-08 08:50:00,0.0,8.11,114.42
2025-11-08 09:00:00,0.0,7.78,103.98
2025-11-08 09:10:00,0.0,7.47,94.49
2025-11-08 09:20:00,0.0,7.18,85.89
2025-11-08 09:30:00,0.0,6.9,78.11
2025-11-08 09:40:00,0.0,6.63,71.21
2025-11-08 09:50:00,0.0,6.38,64.76
2025-11-08 10:00:00,0.0,6.14,59.19
2025-11-08 10:10:00,0.0,5.92,53.81
2025-11-08 10:20:00,0.0,5.7,49.12
2025-11-08 10:30:00,0.0,5.49,45.26
2025-11-08 10:40:00,0.0,5.3,41.11
2025-11-08 10:50:00,0.0,5.12,37.72
2025-11-08 11:00:00,0.0,4.94,35.07
2025-11-08 11:10:00,0.0,4.78,32.16
2025-11-08 11:20:00,0.0,4.62,29.81
2025-11-08 11:30:00,0.0,4.47,27.39
2025-11-08 11:40:00,0.0,4.33,25.1
2025-11-08 11:50:00,0.0,4.19,23.56
2025-11-08 12:00:00,0.0,4.06,21.71
2025-11-08 12:10:00,0.0,3.93,20.15
2025-11-08 12:20:00,0.0,3.82,18.9
2025-11-08 12:30:00,0.0,3.71,17.64
2025-11-08 12:40:00,0.0,3.6,16.44
2025-11-08 12:50:00,0.0,3.51,15.12
2025-11-08 13:00:00,0.0,3.41,14.3
2025-11-08 13:10:00,0.0,3.32,13.33
2025-11-08 13:20:00,0.0,3.23,12.89
2025-11-08 13:30:00,0.0,3.15,12.17
2025-11-08 13:40:00,0.0,3.07,11.64
2025-11-08 13:50:00,0.0,3.0,10.69
2025-11-08 14:00:00,0.0,2.93,10.47
2025-11-08 14:10:00,0.0,2.87,9.7
2025-11-08 14:20:00,0.0,2.81,9.28
2025-11-08 14:30:00,0.0,2.74,8.92
2025-11-08 14:40:00,0.0,2.69,8.94
2025-11-08 14:50:00,0.0,2.63,8.59
2025-11-08 15:00:00,0.0,2.58,8.0
2025-11-08 15:10:00,0.0,2.53,8.07
2025-11-08 15:20:00,0.0,2.48,7.44
2025-11-08 15:30:00,0.0,2.44,7.64
2025-11-08 15:40:00,0.0,2.4,7.45
2025-11-08 15:50:00,0.0,2.36,7.29
2025-11-08 16:00:00,0.0,2.32,7.14
2025-11-08 16:10:00,0.0,2.29,6.74
2025-11-08 16:20:00,0.0,2.25,6.7
2025-11-08 16:30:00,0.0,2.23,6.53
2025-11-08 16:40:00,0.0,2.19,6.6
2025-11-08 16:50:00,0.0,2.16,6.47
2025-11-08 17:00:00,0.0,2.12,5.99
2025-11-08 17:10:00,0.0,2.09,5.92
2025-11-08 17:20:00,0.0,2.06,6.08
2025-11-08 17:30:00,0.0,2.04,6.22
